问题,回答,所属分类
什么是增量爬取？,"增量爬取即保存上一次状态，本次抓取时与上次比对，如果不在上次的状态中，便视为增量，保存下来。对于 scrapy 来说，上一次的状态是抓取的特征数据和上次爬取的 request 队列（url 列表），request 队列可以通过 request 队列可以通过 scrapy.core.scheduler 的 pending_requests 成员得到，在爬虫启动时导入上次爬取的特征数据，并且用上次 request 队列的数据作为 start url 进行爬取，不在上一次状态中的数据便保存。
选用 BloomFilter 原因：对爬虫爬取数据的保存有多种形式，可以是数据库，可以是磁盘文件等，不管是数据库，还是磁盘文件，进行扫描和存储都有很大的时间和空间上的开销，为了从时间和空间上提升性能，故选用 BloomFilter 作为上一次爬取数据的保存。保存的特征数据可以是数据的某几项，即监控这几项数据，一旦这几项数据有变化，便视为增量持久化下来，根据增量的规则可以对保存的状态数据进行约束。比如：可以选网页更新的时间，索引次数或是网页的实际内容，cookie 的更新等。
Python爬虫

ㅤ普通",
爬虫向数据库存数据开始和结束都会发一条消息，是 scrapy 哪个模块实现的？,"Scrapy 使用信号来通知事情发生，因此答案是 signals 模块。
Python爬虫

ㅤ普通",
爬取下来的数据如何去重，说一下具体的算法依据？,"(1)通过 MD5 生成电子指纹来判断页面是否改变
(2) nutch 去重。nutch 中 digest 是对采集的每一个网页内容的 32 位哈希值，如果两个网页内容完全一样，它们的 digest 值肯定会一样。
数据量不大时，可以直接放在内存里面进行去重，python 可以使用 set()进行去重。当去重数据需要持久化时可以使用 redis 的 set 数据结构。
当数据量再大一点时，可以用不同的加密算法先将长字符串压缩成 16/32/40 个字符，再使用上面两种方法去重。
当数据量达到亿（甚至十亿、百亿）数量级时，内存有限，必须用“位”来去重，才能够满足需求。Bloomfilter 就是将去重对象映射到几个内存“位”，通过几个位的 0/1 值来判断一个对象是否已经存在。
然而 Bloomfilter 运行在一台机器的内存上，不方便持久化（机器 down 掉就什么都没啦），也不方便分布式爬虫的统一去重。如果可以在 Redis 上申请内存进行 Bloomfilter，以上两个问题就都能解决了。
simhash 最牛逼的一点就是将一个文档，最后转换成一个 64 位的字节，暂且称之为特征字，然后判断重复只需要判断他们的特征字的距离是不是<n（根据经验这个 n 一般取值为 3），就可以判断两个文档是否相似。
可见 scrapy_redis 是利用 set 数据结构来去重的，去重的对象是 request 的 fingerprint（其实就是用 hashlib.sha1()对 request 对象的某些字段信息进行压缩）。其实 fp 就是 request 对象加密压缩后的一个字符串（40 个字符，0~f）。
Python爬虫

ㅤ普通",
Scrapy 的优缺点？,"优点
(1) scrapy 是异步的
(2) 采取可读性更强的 xpath 代替正则
(3)强大的统计和 log 系统
(4) 同时在不同的 url 上爬行
(5) 支持 shell 方式，方便独立调试
(6) 写 middleware,方便写一些统一的过滤器
(7) 通过管道的方式存入数据库
缺点
(1) 基于 python 的爬虫框架，扩展性比较差
(2) 基于 twisted 框架，运行中的 exception 是不会干掉 reactor（反应器），并且异步框架出错后是不会停掉其他任务的，数据出错后难以察觉。
Python爬虫

ㅤ普通",
什么是 scrapy-redis 中的指纹？是如何去重的？,"指纹
通过 sha1 加密，把请求体，请求方式，请求 url 放在一起。然后进行 16 进制的转义符字符串生成指纹。生成一个字符串，放到数据库中作为唯一标示。
去重
url 中按照 url 去重：
(1) 按照 url 去重，有一个列表，发送请求之前从数据表中看一下这个 url有没有请求过，请求过了就不用看了
(2) 内容判断，从数据库中查数据的表示，如果请求过了就在不在请求了。
Python爬虫

ㅤ普通",
怎么设置深度爬取？,"通过在 settings.py 中设置 depth_limit 的值可以限制爬取深度，这个深度是与 start_urls 中定义 url 的相对值。也就是相对 url 的深度。若定义 url 为 http://www.domz.com/game/,depth_limit=1 那么限制爬取的只能是此 url 下一级的网页。深度大于设置值的将被忽视。
Python爬虫

ㅤ普通",
scrapy 和 scrapy-redis 有什么区别？为什么选择 redis 数据库？,"scrapy 是一个 Python 爬虫框架，爬取效率极高，具有高度定制性，但是不支持分布式。而scrapy-redis 一套基于 redis 数据库、运行在 scrapy 框架之上的组件，可以让 scrapy 支持分布策略，Slaver 端共享 Master 端 redis 数据库里的 item 队列、请求队列和请求指纹集合。
为什么选择 redis 数据库，因为 redis 支持主从同步，而且数据都是缓存在内存中的，所以基于 redis的分布式爬虫，对请求和数据的高频读取效率非常高。
Python爬虫

ㅤ普通",
分布式爬虫主要解决什么问题？,"主要解决一下 4 个问题：
(1) ip
(2) 带宽
(3) cpu
(4) io
Python爬虫

ㅤ普通",
什么是反向代理？作用是什么？,"代理可以假扮 Web 服务器。这些被称为替换物(surrogate)或反向代理(reverse proxy)的代理接收发送给 Web 服务器的真实请求，但与 Web 服务器不同的是，它们可以发起与其他服务器的通信，以便按需定位所请求的内容。
可以用这些反向代理来提高访问慢速 Web 服务器上公共内容的性能。在这种配置中，通常将这些反向代理称为服务器加速器(server accelerator)。还可以将替换物与内容路由功能配合使用，以创建按需复制内容的分布式网络。
Python爬虫

ㅤ普通",
什么是分布式存储？,"传统定义
分布式存储系统是大量 PC 服务器通过 Internet 互联，对外提供一个整体的服务。
分布式存储系统具有以下特性
(1) 可扩展：分布式存储系统可以扩展到几百台甚至几千台这样的一个集群规模，系统的整体性能线性增长。
(2) 低成本：分布式存储系统的自动容错、自动负载均衡的特性，允许分布式存储系统可以构建在低成本的服务器上。另外，线性的扩展能力也使得增加、减少服务器的成本低，实现分布式存储系统的自动运维。
(3) 高性能：无论是针对单台服务器，还是针对整个分布式的存储集群，都要求分布式存储系统具备高性能。
(4) 易用：分布式存储系统需要对外提供方便易用的接口，另外，也需要具备完善的监控、运维工具，并且可以方便的与其他的系统进行集成。分布式存储系统的挑战主要在于数据和状态信息的持久化，要求在自动迁移、自动容错和并发读写的过程中，保证数据的一致性。
(5) 容错：可以快速检测到服务器故障，并自动的将在故障服务器上的数据进行迁移。
(6) 负载均衡：新增的服务器在集群中保障负载均衡？数据迁移过程中保障不影响现有的服务。
(7) 事务与并发控制：实现分布式事务。
(8) 易用性：设计对外接口，使得设计的系统易于使用。
Python爬虫

ㅤ普通",
你所知道的分布式爬虫方案有哪些？,"3 种分布式爬虫策略
(1) Slaver 端从 Master 端拿任务（Request/url/ID）进行数据抓取，在抓取数据的同时也生成新任务，并将任务抛给 Master。Master 端只有一个 Redis 数据库，负责对 Slaver 提交的任务进行去重、加入待爬队列。
优点： scrapy-redis 默认使用的就是这种策略，我们实现起来很简单，因为任务调度等工作 scrapy-redis 都已经帮我们做好了，我们只需要继承 RedisSpider、指定 redis_key 就行了。
缺点： scrapy-redis 调度的任务是 Request 对象，里面信息量比较大（不仅包含 url，还有 callback 函数、headers 等信息），导致的结果就是会降低爬虫速度、而且会占用 Redis 大量的存储空间。当然我们可以重写方法实现调度 url 或者用户 ID。
(2) Master 端跑一个程序去生成任务（Request/url/ID）。Master 端负责的是生产任务，并把任务去重、加入到待爬队列。Slaver 只管从 Master 端拿任务去爬。
优点： 将生成任务和抓取数据分开，分工明确，减少了 Master 和 Slaver 之间的数据交流；Master 端生成任务还有一个好处就是：可以很方便地重写判重策略（当数据量大时优化判重的性能和速度还是很重要的）。
缺点： 像 QQ 或者新浪微博这种网站，发送一个请求，返回的内容里面可能包含几十个待爬的用户 ID，即几十个新爬虫任务。但有些网站一个请求只能得到一两个新任务，并且返回的内容里也包含爬虫要抓取的目标信息，如果将生成任务和抓取任务分开反而会降低爬虫抓取效率。毕竟带宽也是爬虫的一个瓶颈问题，我们要秉着发送尽量少的请求为原则，同时也是为了减轻网站服务器的压力，要做一只有道德的 Crawler。所以，视情况而定。
3.Master 中只有一个集合，它只有查询的作用。Slaver 在遇到新任务时询问 Master 此任务是否已爬，如果未爬则加入 Slaver 自己的待爬队列中，Master 把此任务记为已爬。它和策略一比较像，但明显比策略一简单。策略一的简单是因为有 scrapy-redis 实现了 scheduler 中间件，它并不适用于非 scrapy 框架的爬虫。
优点： 实现简单，非 scrapy 框架的爬虫也适用。Master 端压力比较小，Master 与 Slaver 的数据交流也不大。
缺点：“健壮性”不够，需要另外定时保存待爬队列以实现“断点续爬”功能。各 Slaver 的待爬任务不通用。
如果把 Slaver 比作工人，把 Master 比作工头。策略一就是工人遇到新任务都上报给工头，需要干活的时候就去工头那里领任务；策略二就是工头去找新任务，工人只管从工头那里领任务干活；策略三就是工人遇到新任务时询问工头此任务是否有人做了，没有的话工人就将此任务加到自己的“行程表”。
Python爬虫

ㅤ普通",
Python 进阶面试题阅读指南（必看）,"大家好，我是帅地。 为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。 由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. Python 中类方法、类实例方法、静态方法有何区别？
1. Python 中类方法、类实例方法、静态方法有何区别？
2. Python 的内存管理机制及调优手段？
2. Python 的内存管理机制及调优手段？
3. 内存泄露是什么？如何避免？
3. 内存泄露是什么？如何避免？
4. Python 函数调用的时候参数的传递方式是值传递还是引用传递？
4. Python 函数调用的时候参数的传递方式是值传递还是引用传递？
5. 对缺省参数的理解？
5. 对缺省参数的理解？
6. 为什么函数名字可以当做参数用？
6. 为什么函数名字可以当做参数用？
7. Python 中 pass 语句的作用是什么？
7. Python 中 pass 语句的作用是什么？
8. 面向对象中super的作用？
8. 面向对象中super的作用？
9. json序列化时，默认遇到中文会转换成unicode，如果想要保留中文怎么办？
9. json序列化时，默认遇到中文会转换成unicode，如果想要保留中文怎么办？
10. 什么是断言？应用场景？
10. 什么是断言？应用场景？
11. 有用过with statement吗？它的好处是什么？
11. 有用过with statement吗？它的好处是什么？
12. 简述 Python 在异常处理中，else 和 finally 的作用分别是什么？
12. 简述 Python 在异常处理中，else 和 finally 的作用分别是什么？
13. map 函数和 reduce 函数？
13. map 函数和 reduce 函数？
14. 递归函数停止的条件？
14. 递归函数停止的条件？
15. 回调函数，如何通信的？
15. 回调函数，如何通信的？
16. setattr，getattr，delattr函数使用详解？
16. setattr，getattr，delattr函数使用详解？
17. 请描述抽象类和接口类的区别和联系？
17. 请描述抽象类和接口类的区别和联系？
18. 请描述方法重载与方法重写？
18. 请描述方法重载与方法重写？
19. 什么是 lambda 函数？ 有什么好处？
19. 什么是 lambda 函数？ 有什么好处？
20. 单例模式的应用场景有哪些？
20. 单例模式的应用场景有哪些？
21. 什么是闭包？
21. 什么是闭包？
22. 什么是装饰器？
22. 什么是装饰器？
23. 函数装饰器有什么作用？
23. 函数装饰器有什么作用？
24. 是否使用过functools中的函数？其作用是什么？
24. 是否使用过functools中的函数？其作用是什么？
25. 生成器、迭代器的区别
25. 生成器、迭代器的区别
26. 多线程交互，访问数据，如果访问到了就不访问了，怎么避免重读？
26. 多线程交互，访问数据，如果访问到了就不访问了，怎么避免重读？
27. Python 中 yield 的用法？
27. Python 中 yield 的用法？
28. 谈下 python 的 GIL
28. 谈下 python 的 GIL
29. Python 中的可变对象和不可变对象？
29. Python 中的可变对象和不可变对象？
30. 一句话解释什么样的语言能够用装饰器？
30. 一句话解释什么样的语言能够用装饰器？
31. Python 中 is 和==的区别？
31. Python 中 is 和==的区别？
32. 谈谈你对面向对象的理解？
32. 谈谈你对面向对象的理解？
33. Python 里 match 与 search 的区别？
33. Python 里 match 与 search 的区别？
34. 用 Python 匹配 HTML g tag 的时候， 和 有什么区别？
34. 用 Python 匹配 HTML g tag 的时候， 和 有什么区别？
35. Python 中的进程与线程的使用场景？
35. Python 中的进程与线程的使用场景？
36. 解释一下并行（parallel）和并发（concurrency）的区别？
36. 解释一下并行（parallel）和并发（concurrency）的区别？
37. 如果一个程序需要进行大量的 IO 操作，应当使用并行还是并发？
37. 如果一个程序需要进行大量的 IO 操作，应当使用并行还是并发？
38. 如果程序需要进行大量的逻辑运算操作，应当使用并行还是并发？
38. 如果程序需要进行大量的逻辑运算操作，应当使用并行还是并发？
39. 在 Python 中可以实现并发的库有哪些？
39. 在 Python 中可以实现并发的库有哪些？
40. Python 如何处理上传文件？
40. Python 如何处理上传文件？
41. 请列举你使用过的 Python 代码检测工具？
41. 请列举你使用过的 Python 代码检测工具？
42. python 程序中文输出问题怎么解决？
42. python 程序中文输出问题怎么解决？
43. Python 如何 copy 一个文件？
43. Python 如何 copy 一个文件？
44. 如何用Python删除一个文件？
44. 如何用Python删除一个文件？
45. 如何用 Python 来发送邮件？
45. 如何用 Python 来发送邮件？
46. 当退出 Python 时，是否释放全部内存？
46. 当退出 Python 时，是否释放全部内存？
47. 什么是猴子补丁？
47. 什么是猴子补丁？
Python进阶

ㅤ普通",
